brand,conversion_rate(%)
flormar,0.857843137254902
atlantic,0.8574928542262148
nero,0.857449088960343
antika,0.8566978193146416
knauf,0.8566978193146416
fassen,0.8562167451532016
matrol,0.8549578965457983
usborne,0.8547008547008548
joker,0.8547008547008548
bio-tekstil,0.8547008547008548
battipav,0.8534322820037107
dispho,0.8532423208191127
bethesda,0.8519961051606622
velo,0.851063829787234
horizont,0.8493016073559345
alumet,0.8490566037735849
morel,0.8485931219294328
amos,0.847457627118644
kurzweil,0.8460236886632826
gehwol,0.8441193021947102
joyroom,0.8440366972477064
rimmellondon,0.8438818565400843
bartek,0.8436162175774364
calypso,0.8403361344537815
vulli,0.8403361344537815
drjart,0.8403361344537815
reluce,0.8393285371702638
besafe,0.8379888268156425
reima,0.8375819373634377
esthetichouse,0.837138508371385
crescina,0.8361204013377926
imx,0.8360637216133769
almacom,0.8360156094226223
larsen,0.834326579261025
collistar,0.8342271481349065
medela,0.8338678640153944
organickitchen,0.8333333333333334
adamas,0.8333333333333334
g-cube,0.8333333333333334
maidou,0.8333333333333334
polese,0.8324661810613945
cifyurm,0.831129580657348
changerobot,0.8310249307479225
enough,0.8298755186721992
xgimi,0.8292499057670562
patriot,0.8290027220984905
alpine,0.8271847288973128
defredesign,0.8264462809917356
davinci,0.8264462809917356
hohner,0.8264462809917356
buggy,0.826086956521739
buderus,0.8243500317057704
sennheiser,0.8233218516340419
lider,0.8230494959977805
gauss,0.8215962441314555
jackson,0.8204193254329991
ava,0.8197900186969652
navitel,0.8195881569511321
avel,0.819088319088319
medeli,0.81799591002045
maomaoku,0.8171393256883883
mobil,0.8142605633802816
kaemingkbv,0.8130081300813009
fea,0.8130081300813009
nanotex,0.8130081300813009
shell,0.8115874495184839
mebelswow-rn,0.8107074569789674
insight,0.8106116433308769
bq,0.8097960098632593
aeroforce,0.8097744278289914
llorens,0.8096348793397327
mersedes-benz,0.8090614886731391
biostar,0.808457711442786
autoline,0.8072653884964682
dyson,0.8072056943304772
danke,0.8070258723000238
vaiper,0.8064516129032258
maxmara,0.8064516129032258
cougar,0.8051827857473391
pny,0.8047044258743422
legre,0.8041391347712255
cellucor,0.8038585209003215
shivaki,0.8022200409592709
funville,0.8021390374331552
akpo,0.801300661944025
ronas,0.8
edcon,0.8
altacto,0.8
a-case,0.7989487516425756
geneticlabnutrition,0.7988380537400145
monsterjam,0.7978723404255319
dsp,0.797373358348968
farmavita,0.7970244420828906
vegas,0.7968211252207551
bio-oil,0.796812749003984
lorelli,0.7967029525610992
kenwood,0.7959743353588573
era,0.7957559681697612
romanson,0.7954951734000715
stiga,0.7951277279648113
torrent,0.7947304360277798
muqaba,0.7936507936507936
nzxt,0.7933645870897944
powcan,0.7933104631217838
calve,0.791651673263764
selective,0.7911392405063291
mercedesbenz,0.7886435331230284
hyundai,0.787828056526663
quatro,0.7845934379457917
biovea,0.7843137254901961
ray-ban,0.783725195931299
christina,0.7835455435847208
trust,0.7816377171215881
normann,0.78125
chilok,0.78125
bene,0.780076274124581
flama,0.7791503873167867
dizel,0.7790588968526021
ghnfitness,0.7782101167315175
fujifilm,0.7768329119742589
dfc,0.7765314926660914
rossinka,0.7761642463695543
laurastar,0.7759699624530664
acme,0.7745734129819647
audio-technica,0.7740270909481831
dearest,0.7729468599033816
royallondon,0.7722007722007722
edon,0.7701967350355797
dwt,0.7700424309094582
bravat,0.7695423248278656
nomi,0.7692307692307693
elite,0.768775872264932
blaupunkt,0.7672167082749802
maxvi,0.7668202764976958
karavaevskaauf,0.7662835249042145
agness,0.7650045204812574
ty,0.764748725418791
powerplant,0.7637588918008237
prada,0.762883387825004
bburago,0.7627118644067797
xieming,0.7619047619047619
verossa,0.7611241217798594
colgate,0.7607192254495159
scovo,0.7604562737642585
belux,0.7604562737642585
gigabyte,0.7597081941346631
hubeiindustrialaimiletrading,0.7590132827324478
murager,0.7580543272267846
ewt,0.7575757575757576
polini,0.7564805164240326
stonelock,0.7564296520423601
cersanit,0.7564207810484344
tanglewood,0.7547169811320755
nocnezna,0.7547169811320755
rooman,0.7534525528527527
krk,0.7531865585168018
shindo,0.7530120481927711
ergo,0.7514944491887275
manfrotto,0.7514216084484159
coballe,0.7508878741755454
trebl,0.7488853983213544
hertz,0.7484988895895595
kastamonu,0.7483629560336763
forsage,0.7482014388489209
x-digital,0.7476635514018692
ripol,0.7462686567164178
dopdrops,0.7462686567164178
tuncmatik,0.7462686567164178
luxvisage,0.7456828885400314
htw,0.7454739084132056
farmstay,0.74487895716946
jetair,0.7445775331822596
barneo,0.7441930391640983
florentina,0.7441860465116279
segotep,0.743801652892562
toyota,0.7430647291941875
boneco,0.7429420505200593
apc,0.7419183889772125
sdt,0.741839762611276
keune,0.7410021171489062
freya,0.7407407407407408
subini,0.7404875825928458
rondell,0.740390776180645
erismann,0.7389162561576355
condtrol,0.7383343177790904
epiphone,0.7380073800738007
lador,0.7380073800738007
pdw,0.7371913011426465
asus,0.734598042368002
byintek,0.7345739471106758
krups,0.7343941248470013
glasman,0.734341252699784
redford,0.734131466004066
smile,0.7340075961251227
kinklight,0.7326007326007326
trespass,0.7326007326007326
sachiko,0.7326007326007326
tpmaster,0.7318695941450433
mamadoma,0.7318037974683544
shure,0.731536226074757
note,0.7299270072992701
casper,0.728760467940932
gran-stone,0.7286432160804021
greenland,0.7285974499089253
caramelia,0.7282296065112295
ccm,0.7277882797731569
kugoo,0.7269294312013217
elikor,0.7266385699752943
yika,0.7263922518159807
wenge,0.725673446948873
maunfeld,0.7250848503548288
swissline,0.7246376811594203
trinx,0.7246376811594203
salmo,0.7240017551557701
mitasu,0.7235068804085686
aurora,0.7234726688102894
superlux,0.7228915662650602
artmusical,0.7225621663845853
nuxe,0.7218479307025986
erlit,0.721218057163209
askona,0.7211809337790632
mbs,0.7197290431837425
aruna,0.7194244604316548
poppops,0.7194244604316548
hb,0.7191955193482689
fisher,0.7189072609633357
skad,0.7188165142944666
tutti,0.7186489399928134
romana,0.7174836413729767
onkron,0.7166123778501629
relouis,0.7157464212678937
lemark,0.7155094225536631
lcf,0.7154650522839846
attribute,0.7144898542440697
sarabella,0.7142857142857143
orla,0.7142857142857143
dunya,0.7132667617689016
solostyle,0.712468193384224
tima,0.7124352331606217
ibanez,0.7123775601068566
cyberpower,0.7113821138211381
huntkey,0.7111111111111111
hermes,0.7109004739336493
id-cooling,0.7102549134072776
rush,0.7096145818839572
e-blue,0.7092198581560284
albertocasiano,0.70859167404783
hanma,0.70859167404783
kingtony,0.7074279939363315
inhouse,0.7061639736684621
interos,0.7058823529411765
indigo,0.7056451612903225
humana,0.7052186177715092
zotac,0.7051282051282052
brumer,0.7048458149779736
blaster,0.7042253521126761
gazpromneft,0.7000976880494952
elco,0.6980802792321117
ortega,0.697211155378486
gezatone,0.6971953731579782
rombica,0.6965641386867027
honor,0.6961392855083882
redblu,0.6944444444444444
asrock,0.6937145259617407
machete,0.6929320926549198
chameleon,0.6927662316739166
riko,0.691699604743083
mjx,0.6915629322268326
deppa,0.6908279307046444
centrpravilnogosna,0.6902263942573164
weina,0.6896551724137931
yusufhali,0.6894287590282338
laston,0.6893156080748399
amd,0.6892884170910801
kipardo,0.6892551267615246
colourpop,0.6892230576441103
bugaboo,0.6891271056661562
olmeko,0.6885758998435054
axper,0.6882538017829052
anytek,0.6874112093854544
ugreen,0.6873977086743044
marshal,0.6873490618614155
aiken,0.6872852233676976
bergner,0.6871463217461601
ausini,0.6864161849710982
fender,0.686267156678917
desigual,0.6858710562414266
fivestars,0.6856221012300867
biotech,0.6854531607006854
sulu,0.6854531607006854
olsa,0.684931506849315
julbo,0.684931506849315
orivel,0.684931506849315
shiseido,0.6835611870623541
bodysculpture,0.6826585758983597
madcat,0.6818181818181818
nitro,0.6814185228604923
domani-spa,0.6805526912765518
alerana,0.6802721088435374
his,0.6802721088435374
powercolor,0.6799830004249894
piatnik,0.6798866855524079
wellberg,0.6785343657699369
strobbs,0.6772627622925149
blackbox,0.6769462203836029
myprotein,0.676818950930626
okuma,0.6765899864682002
elf,0.6762132060461415
longway,0.6758490888869878
landsail,0.6756756756756757
p.i.t.,0.673536989326463
erbis,0.6734913793103448
htc,0.6730769230769231
jacqueslemans,0.672645739910314
marcomen,0.672564226854096
nexpero,0.6724635676871747
kerasys,0.6714225765841376
dexp,0.6711409395973155
acm,0.6703910614525139
versale,0.6700860357379219
ivt,0.6700017866714312
yoya,0.6699730270599495
qnt,0.6692160611854685
remain,0.6683731513083049
skyworth,0.6682734443470639
cocochoco,0.6681514476614699
popov,0.667693888032871
embryolisse,0.6670372429127293
shima,0.6666666666666667
dahon,0.6666666666666667
gorenje,0.6662011086871883
kawasaki,0.6650041562759768
alcasta,0.6643046944198405
greta,0.6641827312489875
upright,0.6640106241699867
sportelite,0.6626319742015284
qmax,0.6605473106288068
roland,0.6603677740526263
luminarc,0.66021675040485
ekel,0.6600660066006601
ritmix,0.6598010123930879
reebok,0.6589921538746679
academie,0.6578947368421052
burton,0.6577181208053691
parkcity,0.657030223390276
castrol,0.6557854852812591
graf,0.655307994757536
besty,0.6551518761167362
edufun,0.654624803006425
winda,0.6535947712418301
rizmo,0.6535947712418301
packing,0.6535947712418301
jika,0.6528835690968444
kale,0.6525285481239804
masteryard,0.6521739130434783
focal,0.6520198440822111
respect,0.6519444686015163
motul,0.6504065040650406
stern,0.6493506493506493
yunteng,0.6493506493506493
marcjacobs,0.6493506493506493
aoc,0.6487889273356401
spinmaster,0.6484149855907781
aiko,0.6483790523690772
kuttenkeuler,0.6480356419603078
bork,0.6467148262813898
aero,0.6466891338008927
kativa,0.6455399061032864
nz,0.6432748538011697
millionaire,0.6426459877468832
noktamakro,0.641920178621267
nici,0.641025641025641
gefest,0.6408576002141769
kingtul,0.6406685236768802
orient,0.6370871081644333
khw,0.6369426751592357
carver,0.6366103109997913
head,0.6363422106999764
kronasteel,0.6336826712161833
finezza,0.6333122229259025
rebus,0.6332825143661311
stabila,0.6329113924050633
dremel,0.6323396567299007
alctron,0.631911532385466
jetpik,0.6318681318681318
cybex,0.6316542189734626
armani,0.6312248820548663
startline,0.6304176516942475
makeblock,0.6298449612403101
zubr,0.6297311406943357
siger,0.6295907660020986
orto-bed,0.6292474200855777
guerisson,0.628930817610063
actiontrack,0.628930817610063
nixx,0.628930817610063
chicco,0.6283905545336558
dvizenie,0.6279434850863422
luxell,0.6268958543983822
cellio,0.6264424662050775
maxcolor,0.625
al-ko,0.623608017817372
rastar,0.6216074242689547
ditreex,0.6211180124223602
corpus,0.6211180124223602
teslastyle,0.6201550387596899
mercusys,0.6191950464396285
dongma,0.6191950464396285
suave,0.6188118811881188
intego,0.6183745583038869
unilux,0.6179651291105717
ilife,0.6175930562510432
ifree,0.6172839506172839
etor,0.6171315724512466
escan,0.6169683335037666
glamvers,0.6165919282511211
dewalt,0.61629269562953
camshel,0.6160164271047228
master,0.6145251396648044
konlega,0.6142146826557473
bochetti,0.61419104574107
ronthompson,0.6125574272588056
anon,0.6124532153793808
skillmax,0.6124234470691163
ortopazl,0.6116207951070336
gskill,0.6114508060033352
alkor,0.6113715100876299
oneplus,0.6105791232917978
maestro,0.6099518459069021
motorola,0.6098406098406098
scooter,0.6092254134029591
playme,0.6089647599081561
rostok-mebel,0.6082725060827251
smashbox,0.6069676561070924
mustela,0.6060606060606061
zenmart,0.6060606060606061
inspector,0.6053580628541989
vinzer,0.6048048384387076
timson,0.6027610344157106
renberg,0.6024096385542169
chieftec,0.6021505376344086
sjcam,0.6019830028328611
msi,0.6012817743213077
maxima,0.5995717344753747
fagor,0.5988023952095809
travellight,0.5988023952095809
hanowa,0.5986743639084883
mykronoz,0.5983246908655764
theshinestonetrade,0.5976095617529881
baltekstil,0.5975954738330975
cityup,0.5971769815418024
stendmebel,0.5966118340289712
dkny,0.5955107650022904
goliath,0.5952380952380952
falken,0.5952380952380952
simfer,0.5949345571987081
unison,0.5943536404160475
orange,0.5936422826503256
neposeda,0.5934718100890208
aquapick,0.5934718100890208
adamex,0.5930565735989871
bibalina,0.5926724137931034
acv,0.5915813424345847
vega,0.5910176383267101
dsland,0.5906965296578882
eurolight,0.5905511811023622
mentor,0.5905511811023622
rw,0.5905511811023622
tontarelli,0.5903187721369539
bela,0.5897771952817824
michaelkors,0.5894962486602359
ikea,0.5890475351078206
kaiser,0.5890348889895787
rockforce,0.588829071332436
amefa,0.5882352941176471
cobra,0.5876068376068376
tonybellucci,0.5874840357598978
zilmer,0.5873715124816447
nania,0.587293112653497
garant,0.5870841487279843
evelinecosmetics,0.5865102639296188
remo,0.5865102639296188
ostamebel,0.5863607393244105
thermaltake,0.5854710731068484
activision,0.5853930496190299
baden,0.5852595493375065
hotpoint-ariston,0.5848918657578831
bombcat,0.5847953216374269
dxracer,0.5841866711431929
zapfcreation,0.583941605839416
teosa,0.5834991858150895
moon,0.5834683954619124
denzel,0.5829433031585438
alcon,0.5815305885089556
leicos,0.5813953488372093
bro,0.5809128630705395
elegant,0.5808325266214909
greenway,0.5807994533652203
roborock,0.5803070011231749
wurth,0.5797680927628949
caraya,0.5797101449275363
ara,0.5797101449275363
sirius,0.5785920925747349
bsa-wheels,0.5776275007044238
beats,0.5776224773586252
serebroff,0.5774783445620789
haro,0.5768676088837612
payot,0.5758157389635317
bts,0.575769952254105
salomon,0.5749486652977412
carfashion,0.5749458874458874
schwinn,0.5747126436781609
gigazone,0.5747126436781609
kirovit,0.5747126436781609
stl,0.5747126436781609
almada,0.5740781629498786
thqnordic,0.5730659025787965
housefit,0.5730279705732171
phillips,0.572737686139748
recaro,0.5722460658082975
klx,0.5714285714285714
maxfactor,0.5714285714285714
cnd,0.570801317233809
jb,0.5698005698005698
nascitaprofessional,0.5694760820045558
ladida,0.5687520910003346
fanline,0.5687520910003346
sanita,0.5684509711037423
mak,0.5684302579798863
citizen,0.5681818181818182
gornica,0.5681818181818182
magnetta,0.5679616191583476
boccia,0.5678522362998015
irbis,0.5668965141315309
stayer,0.566150178784267
evgo,0.5649717514124294
amazon,0.5649717514124294
kovi,0.5639097744360901
mattel,0.5618866729977842
addlink,0.5617977528089888
ecosoft,0.5617977528089888
kaplanser,0.5617977528089888
appollo,0.560558172818892
fornelli,0.56002800140007
einhell,0.5599214145383103
greentek,0.5598507064782724
anskin,0.5591054313099041
rajton,0.5586592178770949
bambini,0.5580923389142567
corsair,0.5579399141630901
dji,0.5570491866695034
ride,0.5569837189374465
grohe,0.5568210579600101
pt-group,0.5556918977667146
barokko,0.5555555555555556
rossignol,0.5555555555555556
solaris,0.5547850208044383
karaja,0.5546492659053833
azbukvarik,0.5545286506469501
lord,0.5545286506469501
bayer,0.554016620498615
gionee,0.5539435505143762
versus,0.5537098560354374
gree,0.5531204341473597
festool,0.5529953917050692
sv,0.5529853815899543
matrix,0.5509775407981903
bwell,0.550314465408805
karya,0.549616380474322
miele,0.5490196078431373
permanence,0.5482456140350876
beyonce,0.547945205479452
promountain,0.547945205479452
pandora,0.5470876045177029
tamish,0.5467800729040098
ww,0.546448087431694
fit-rx,0.5460218408736349
maisonfranciskurkdjian,0.5458515283842794
ariete,0.5455067470571346
everlast,0.5454545454545455
babylisspro,0.5453467694131594
mebelgrad,0.5450581395348837
norplast,0.544959128065395
confetti,0.5449382147517078
kronospan,0.5448963929393708
oster,0.5447470817120622
tonar,0.5442176870748299
giant,0.5437469105289174
aoki,0.5434782608695652
praktik,0.5434782608695652
novline,0.5431797375648459
technomax,0.5427759110881365
ambition,0.5425709515859767
nobby,0.5423249233671305
clever,0.5420054200542005
lifedeco,0.5418422636965683
dr.hoffman,0.5412719891745602
ves,0.5410279531109108
swatch,0.5408816370684215
audison,0.5406135964319503
essence,0.5399932500843739
emsa,0.5397727272727273
sunmi,0.5394470667565745
pandect,0.5391953546246371
moldabela,0.5372763198792239
cantra,0.5369842798876842
pozis,0.5368001677500525
lumme,0.5365402405180388
vibe,0.5357142857142857
arkadia,0.535475234270415
tomahawk,0.5349552982558992
ideal,0.53475935828877
antares,0.53475935828877
liberty,0.53475935828877
goodloot,0.5346164127238706
petek,0.5332187713224331
loreal,0.532197977647685
fotorama,0.5319148936170213
teknetics,0.5319148936170213
sokany,0.5319148936170213
dreammachines,0.5319148936170213
air-cool,0.5313849219528396
artway,0.5309734513274336
scruff-a-luvs,0.5291005291005291
rial,0.5284859747952844
domini,0.528353633943696
mefro,0.5279034690799397
fisherman,0.5263157894736842
magellan,0.5261619409529378
kolner,0.5260069119916534
basik,0.5250875145857643
ferrari,0.5249343832020997
rokids,0.5245901639344263
edifier,0.5231184610192373
anex,0.5231037489102005
delimano,0.5230125523012552
elan,0.5213887901410119
cover,0.5207834116105946
syntrax,0.5205320994794679
anta,0.520431765612953
hiper,0.5195961995249406
festina,0.5189255189255189
ardahali,0.5182072829131652
manhattan,0.5181347150259068
cayee,0.5154639175257731
lysvenskieemali,0.5154639175257731
prosperplast,0.5154639175257731
ansmann,0.5146228191289067
terra,0.5140371688414392
mebels,0.513874614594039
giornonotte,0.5133267522211253
globber,0.5132254243979472
lumion,0.5128205128205128
steffilove,0.5128205128205128
arua,0.5126941089474981
boyscout,0.5124282982791587
wallberry,0.5117200396170353
lidonet,0.5115089514066496
dam,0.5106185447371475
oley,0.5082592121982211
lego,0.5076096687555953
atelier,0.5067567567567568
tristar,0.5052372150338879
atomic,0.5050505050505051
tsv,0.5050505050505051
sportop,0.5044136191677175
burgerschuhe,0.5032699775189046
rubineta,0.5015959872321021
mora,0.5015045135406219
nux,0.5012531328320802
infinitynado,0.5
pccooler,0.4995004995004995
hauck,0.4993757802746567
mercury,0.498923889649775
gaint,0.4987531172069825
parkmaster,0.49849914236706694
schaublorenz,0.4982752012265236
origins,0.49820645675567954
fiesta,0.49784268171257884
deeper,0.4976624943447444
asustor,0.4975124378109453
favourite,0.49586776859504134
roamer,0.49575070821529743
eurol,0.49566294919454773
pisen,0.49504950495049505
babykiss,0.4934210526315789
fischer,0.4914004914004914
dolcevita,0.4914004914004914
rovus,0.4914004914004914
samson,0.4911591355599214
kettler,0.4911591355599214
fitlux,0.49103574283430396
walfix,0.48912126834204755
idealspaten,0.4878048780487805
victorinox,0.4878048780487805
dub,0.48638132295719844
sospiro,0.48543689320388345
kapika,0.48528965726417955
belashoff,0.48526863084922006
neumann,0.48426150121065376
tamaris,0.48397863818424564
zalman,0.4838709677419355
mecta,0.4838709677419355
triumf,0.4838709677419355
tutis,0.48372093023255813
triton,0.48353531644020076
fossil,0.4833796848099589
elektrostandard,0.4830917874396135
kerastase,0.482315112540193
makita,0.48221482950546984
ninebot,0.4821600771456124
joerex,0.48202450291223137
whitewave,0.48192771084337355
torso,0.4815409309791332
alligator,0.4814077025232404
rebellion,0.48134777376654636
peavey,0.48104131295981895
damask,0.4807692307692308
fantasia,0.4799040191961607
boss,0.4796163069544364
babolat,0.4796163069544364
bluedio,0.4796163069544364
pangao,0.4795117698343505
forcekraft,0.4786771105308964
zinc,0.4784688995215311
zfts,0.4784688995215311
worwo,0.4784688995215311
daneildesch,0.4782321899736148
rika,0.47801147227533464
firman,0.4776579352850539
salamander,0.47598940539710566
intex,0.4756638483583651
hasbro,0.4755434782608696
greenpro,0.47393364928909953
ultraflash,0.4735595895816891
intel,0.4723005373623461
schreuders,0.47194546407970633
pulser,0.471635065207844
bestway,0.4706964117608424
wortex,0.4704498676859747
covani,0.4702744437425423
juki,0.469630557294928
yato,0.46958377801494133
bambi,0.4694835680751174
freeway,0.4694835680751174
alexrojo,0.468384074941452
biol,0.46728971962616817
franke,0.4668534080298786
optoma,0.4659590991457417
enermax,0.46547711404189296
galacticos,0.46511627906976744
ricoh,0.4631416441528367
progress,0.4629629629629629
sledopyt,0.46282904252241824
fiio,0.46218487394957986
velvet,0.45906080674292593
sabyrzhanayrin,0.4589495155532891
framesi,0.45871559633027525
hausmann,0.45799937545539715
shopkins,0.45662100456621
triumph,0.45662100456621
tarkett,0.4558115978728792
polaroid,0.4557447829215639
manke,0.4554326610279766
berghoff,0.454639865223512
elbasco,0.45454545454545453
vladi,0.45438657811953864
erichkrause,0.45385779122541603
carcam,0.45351473922902497
dickie,0.45351473922902497
centara,0.45271629778672035
futura,0.4524886877828055
laroche-posay,0.4524886877828055
estel,0.4524886877828055
secretkey,0.4524886877828055
aston,0.4519774011299435
imperia,0.451716522786589
lol,0.4513217279174726
sea-doo,0.4509582863585118
perina,0.4507888805409466
alaskaoriginale,0.45045045045045046
tenda,0.44969083754918493
gross,0.4491262453045893
codemasters,0.4484304932735426
misty,0.4484304932735426
k-lite,0.4484304932735426
karat,0.4480175224631008
hq,0.44776119402985076
biwec,0.44713308784850075
cliff,0.4464285714285714
destra,0.44568245125348194
brw,0.44546401425484844
lubimyjdom,0.4440497335701598
velvet-santiago,0.44363783020770314
elica,0.4434589800443459
rosmen,0.4424778761061947
bair,0.4424778761061947
alpika,0.44198895027624313
leco,0.44150110375275936
adidas,0.44124730046766003
smart,0.4412380430931753
henglei,0.4411764705882353
budibasa,0.4405286343612335
harp,0.43859649122807015
avina,0.43859649122807015
gemsy,0.437636761487965
joieanglia,0.43668122270742354
motivyotdyha,0.43668122270742354
bissell,0.43551088777219427
tissot,0.43501439385862034
crome,0.43478260869565216
lahn,0.43478260869565216
londa,0.43478260869565216
jkexer,0.4344677769732078
smartrike,0.4340748779164406
veho,0.43380703066566945
gainward,0.4333023831631074
absolutechampion,0.4329004329004329
scoole,0.43254933765882675
sonda,0.4319654427645789
quinny,0.4317789291882556
castorland,0.4317323259579061
leo,0.4313443565780014
heco,0.43103448275862066
ingersoll,0.43103448275862066
fubag,0.43093461841434594
trefl,0.4306632213608958
stinger,0.4291845493562232
dendy,0.4284274193548387
pierrelannier,0.4273504273504274
taller,0.4273504273504274
ovk,0.4273504273504274
mikrotik,0.42674253200568996
singer,0.4262574595055414
gamdias,0.426049908703591
eltreco,0.4258614014711576
nutrend,0.425531914893617
yamato,0.42531898924193146
koss,0.4251700680272109
dbpower,0.424929178470255
monro,0.42462845010615713
amatis,0.42440318302387264
maisto,0.4242424242424243
rubelli,0.423728813559322
citilux,0.423728813559322
kovroff,0.42316847394869084
fitchbaby,0.4231311706629055
asm,0.42194092827004215
mc,0.42194092827004215
venti,0.42194092827004215
hada,0.42194092827004215
energysistem,0.42016806722689076
derevaski,0.42016806722689076
jack,0.4200076365024819
first,0.4197939193486834
tempish,0.41899441340782123
lujun,0.41841004184100417
coolermaster,0.41841004184100417
easywalker,0.4181013280865716
juventa,0.41797283176593525
waterpik,0.4176035978156119
beurer,0.4171011470281543
derspur,0.4169562195969423
leatherman,0.41643531371460296
graphite,0.4159733777038269
rcf,0.4153686396677051
momert,0.41479433114414105
prestige,0.4146919431279621
trendbeauty,0.4140786749482402
diesel,0.41378069623099756
tarlan,0.4136504653567736
otex,0.4136504653567736
creoceramique,0.4132231404958678
mitte,0.4132231404958678
rieker,0.4131807655167109
muqajankz,0.41230574056454167
grandvictory,0.411522633744856
malva,0.411522633744856
studioprofessional,0.4112808460634548
rals,0.4111631870472944
leaderkids,0.4110393423370522
fabretti,0.41078860602129613
elna,0.41058394160583944
aqualife,0.4098360655737705
fenix,0.4091548395345864
vako,0.4082373219631679
carpet,0.40816326530612246
hercules,0.40816326530612246
koopman,0.4078188721698776
basharan,0.40774719673802245
dilis,0.4074074074074074
alutec,0.4068978880062003
baratto,0.4066985645933014
atrai,0.40650406504065045
korg,0.40629761300152356
puma,0.4056894276357593
verloni,0.40562466197944835
tuffoni,0.405214940098661
junama,0.40431266846361186
sasta,0.40398599515216804
viewsonic,0.403579575364099
meguin,0.4032258064516129
micron,0.4032258064516129
spiegelau,0.4032258064516129
internedoors,0.4031301873369694
startul,0.4025210529103331
billi,0.4024144869215292
tega,0.4022526146419952
apache,0.40222772277227725
zanussi,0.40210330961954843
nord,0.40128410914927765
divalux,0.4008016032064128
annovireverberi,0.4
rezult,0.3991130820399113
mibb,0.3988035892323031
peak,0.3973509933774834
omnimount,0.3968253968253968
renegade,0.3965107057890563
concept,0.3963011889035667
roxy,0.3962703962703963
garmin,0.3957334797686481
greyder,0.395644110514052
holiday,0.3952569169960474
netechnics,0.3923305701449092
hintek,0.39215686274509803
sportbaby,0.3917727717923604
ruike,0.3917727717923604
nyce,0.39164490861618795
blackberry,0.39149888143176736
adam,0.390625
anahickmann,0.38910505836575876
provence,0.38910505836575876
topex,0.3875968992248062
luazonlighting,0.3875968992248062
daesung,0.3868471953578337
author,0.38578680203045684
melitta,0.38565368299267255
syma,0.38541357841683965
onlitop,0.38532551978807095
egger,0.38461538461538464
waspo,0.3838771593090211
yamaguchi,0.38284839203675347
irit,0.3824091778202677
smeg,0.38160977594455436
butterfly,0.38095238095238093
dodo,0.3787878787878788
replica,0.3787878787878788
higashi,0.37831021437578816
riviera,0.37831021437578816
lotos,0.3776435045317221
maysun,0.37735849056603776
frozen,0.3771805752003772
hama,0.3770739064856712
mad,0.3770028275212064
minelab,0.37641154328732745
nillkin,0.37604456824512533
sharking,0.37593984962406013
moxom,0.37593984962406013
penny,0.37593984962406013
heyner,0.37593984962406013
erkaplan,0.3757380568974772
teyko,0.37523452157598497
kapousprofessional,0.3743916136278547
lonex,0.37433155080213903
erisson,0.3733955659276546
bentley,0.3731343283582089
flavia,0.37285607755406414
blackvue,0.3709488481062085
fila,0.3708345494188542
honhongvictorygroupltd,0.3703703703703704
levrana,0.36991368680641185
ecolab,0.3697617091207888
baige,0.36968576709796674
sevenfriday,0.36900369003690037
babygo,0.36900369003690037
loctek,0.36809815950920244
x-level,0.3675794890645102
nomad,0.3669724770642202
domasnijocag,0.36663611365719523
doogee,0.36632832175837593
estrade,0.3663003663003663
tch,0.3660489590482727
liv,0.36518563603164944
lorellibolgaria,0.36363636363636365
ant,0.3629764065335753
regatta,0.36275695284159615
hammer,0.36231884057971014
steger,0.36231884057971014
homeelement,0.36231884057971014
whirlpool,0.36228287841191065
prology,0.3619153674832962
zic,0.36127167630057805
waterworld,0.36101083032490977
k-power,0.36101083032490977
telwin,0.36101083032490977
plitex,0.36041301383206703
leica,0.36003600360036003
lux,0.3595387381067216
balta,0.35866099893730075
tamiteks,0.3584743332377402
household,0.35842293906810035
colombo,0.35842293906810035
bugati,0.35810205908683973
sibrteh,0.35787321063394684
meizer,0.35778175313059035
tools,0.35778175313059035
gladen,0.35765379113018597
bovidix,0.35765379113018597
skagen,0.3573023671281822
ecolight,0.356718192627824
garvalin,0.3566419555199359
fant-mebel,0.35650623885918004
stanley,0.35594639865996647
crockid,0.35591938425946523
volcano,0.3558718861209964
jiaxingharleybabycar,0.354295837023915
hap-p-kid,0.35398230088495575
imperial,0.3531020530496029
jade,0.3529743975903615
shimano,0.35252643948296125
wilson,0.3522677234698371
disney,0.35211267605633806
silva,0.3515500159795462
fsd,0.35149384885764495
gembird,0.35098915124441604
etalon,0.3508771929824561
beisier,0.35046728971962615
bushnell,0.3502626970227671
am.pm,0.35001750087504374
elysium,0.3500042169182761
levenhuk,0.3499922795820681
hottek,0.34934497816593885
keneksi,0.3486750348675035
sluban,0.34843205574912894
columbia,0.34699052448952356
winca,0.3463379851278395
gretsch,0.3463203463203463
celestron,0.34617048896581565
miraculous,0.34602076124567477
textura,0.34572169403630076
cablexpert,0.3455316475577195
opadiris,0.3450655624568668
standart,0.3448275862068966
memo,0.34453057708871665
mebelev,0.34423407917383825
mitre,0.34403669724770647
nikotex,0.3439052350019106
bluesonic,0.3436426116838488
toysmax,0.3436426116838488
family,0.3424657534246575
shagovita,0.3422171523384839
sunday,0.34181541967337636
thule,0.3414014969142557
hola,0.3412969283276451
lbl,0.3412969283276451
smartbuy,0.3405994550408719
senci,0.3387278885961611
wsp,0.33783783783783783
circle,0.33783783783783783
zemex,0.3366294971596886
dayun,0.3352329869259135
